feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
17779,19487,19487,,,,,,
13470,19488,19488,,,,,,
17631,19489,19489,,,,,,
13514,19490,19490,,,,,,
17626,19491,19491,,,,,,
17636,19492,19492,,,,,,
13508,19493,19493,,,,,,
17642,19494,19494,,,,,,
17648,19495,19495,,,,,,
13516,19496,19496,,,,,,
13501,19497,19497,,,,,,
17614,19498,19498,,,,,,
17610,19499,19499,,,,,,
13535,19500,19500,,,,,,
17606,19501,19501,,,,,,
13529,19502,19502,,,,,,
13522,19503,19503,,,,,,
13502,19504,19504,,,,,,
17649,19505,19505,,,,,,
17686,19506,19506,,,,,,
17691,19507,19507,,,,,,
17690,19508,19508,,,,,,
17680,19509,19509,,,,,,
13482,19510,19510,,,,,,
17696,19511,19511,,,,,,
17678,19512,19512,,,,,,
17676,19513,19513,,,,,,
13498,19514,19514,,,,,,
17655,19515,19515,,,,,,
17653,19516,19516,,,,,,
13499,19517,19517,,,,,,
13494,19518,19518,,,,,,
13491,19519,19519,,,,,,
17670,19520,19520,,,,,,
17673,19521,19521,,,,,,
17674,19522,19522,,,,,,
13489,19523,19523,,,,,,
14076,19524,19524,,,,,,
14678,19525,19525,,,,,,
14683,19526,19526,,,,,,
15525,19527,19527,,,,,,
14675,19528,19528,,,,,,
14673,19529,19529,,,,,,
14667,19530,19530,,,,,,
15540,19531,19531,,,,,,
15538,19532,19532,,,,,,
14672,19533,19533,,,,,,
15535,19534,19534,,,,,,
14684,19535,19535,,,,,,
15545,19536,19536,,,,,,
15502,19537,19537,,,,,,
15509,19538,19538,,,,,,
14692,19539,19539,,,,,,
14693,19540,19540,,,,,,
15508,19541,19541,,,,,,
15517,19542,19542,,,,,,
15521,19543,19543,,,,,,
14685,19544,19544,,,,,,
15516,19545,19545,,,,,,
14687,19546,19546,,,,,,
15511,19547,19547,,,,,,
15544,19548,19548,,,,,,
15579,19549,19549,,,,,,
15572,19550,19550,,,,,,
14635,19551,19551,,,,,,
14636,19552,19552,,,,,,
15568,19553,19553,,,,,,
15580,19554,19554,,,,,,
15594,19555,19555,,,,,,
15582,19556,19556,,,,,,
15588,19557,19557,,,,,,
15586,19558,19558,,,,,,
15585,19559,19559,,,,,,
14665,19560,19560,,,,,,
15551,19561,19561,,,,,,
14656,19562,19562,,,,,,
14657,19563,19563,,,,,,
14658,19564,19564,,,,,,
14659,19565,19565,,,,,,
15563,19566,19566,,,,,,
15557,19567,19567,,,,,,
15556,19568,19568,,,,,,
14647,19569,19569,,,,,,
15497,19570,19570,,,,,,
15425,19571,19571,,,,,,
15422,19572,19572,,,,,,
14722,19573,19573,,,,,,
14724,19574,19574,,,,,,
14728,19575,19575,,,,,,
15432,19576,19576,,,,,,
15392,19577,19577,,,,,,
15397,19578,19578,,,,,,
15399,19579,19579,,,,,,
15412,19580,19580,,,,,,
15410,19581,19581,,,,,,
15408,19582,19582,,,,,,
15407,19583,19583,,,,,,
15406,19584,19584,,,,,,
15405,19585,19585,,,,,,
15404,19586,19586,,,,,,
14744,19587,19587,,,,,,
15439,19588,19588,,,,,,
14701,19589,19589,,,,,,
15472,19590,19590,,,,,,
15479,19591,19591,,,,,,
15493,19592,19592,,,,,,
15489,19593,19593,,,,,,
15466,19594,19594,,,,,,
14717,19595,19595,,,,,,
15450,19596,19596,,,,,,
14715,19597,19597,,,,,,
14718,19598,19598,,,,,,
15444,19599,19599,,,,,,
14720,19600,19600,,,,,,
15442,19601,19601,,,,,,
15457,19602,19602,,,,,,
15462,19603,19603,,,,,,
15464,19604,19604,,,,,,
15736,19605,19605,,,,,,
15738,19606,19606,,,,,,
14560,19607,19607,,,,,,
14565,19608,19608,,,,,,
15740,19609,19609,,,,,,
14567,19610,19610,,,,,,
15730,19611,19611,,,,,,
14554,19612,19612,,,,,,
15745,19613,19613,,,,,,
14556,19614,19614,,,,,,
15742,19615,19615,,,,,,
15703,19616,19616,,,,,,
15709,19617,19617,,,,,,
15708,19618,19618,,,,,,
14579,19619,19619,,,,,,
15717,19620,19620,,,,,,
14575,19621,19621,,,,,,
15720,19622,19622,,,,,,
15788,19623,19623,,,,,,
15789,19624,19624,,,,,,
14531,19625,19625,,,,,,
15755,19626,19626,,,,,,
15802,19627,19627,,,,,,
14524,19628,19628,,,,,,
15793,19629,19629,,,,,,
15779,19630,19630,,,,,,
15766,19631,19631,,,,,,
15778,19632,19632,,,,,,
14547,19633,19633,,,,,,
15774,19634,19634,,,,,,
14542,19635,19635,,,,,,
14540,19636,19636,,,,,,
14581,19637,19637,,,,,,
14614,19638,19638,,,,,,
15631,19639,19639,,,,,,
15648,19640,19640,,,,,,
15645,19641,19641,,,,,,
14610,19642,19642,,,,,,
15642,19643,19643,,,,,,
15641,19644,19644,,,,,,
15604,19645,19645,,,,,,
14627,19646,19646,,,,,,
15599,19647,19647,,,,,,
15624,19648,19648,,,,,,
15623,19649,19649,,,,,,
15620,19650,19650,,,,,,
14622,19651,19651,,,,,,
15617,19652,19652,,,,,,
14624,19653,19653,,,,,,
15613,19654,19654,,,,,,
14607,19655,19655,,,,,,
15650,19656,19656,,,,,,
15684,19657,19657,,,,,,
15681,19658,19658,,,,,,
15687,19659,19659,,,,,,
14591,19660,19660,,,,,,
14583,19661,19661,,,,,,
15694,19662,19662,,,,,,
14584,19663,19663,,,,,,
15692,19664,19664,,,,,,
15673,19665,19665,,,,,,
15658,19666,19666,,,,,,
15659,19667,19667,,,,,,
15660,19668,19668,,,,,,
14594,19669,19669,,,,,,
15662,19670,19670,,,,,,
15664,19671,19671,,,,,,
15665,19672,19672,,,,,,
15668,19673,19673,,,,,,
15669,19674,19674,,,,,,
14755,19675,19675,,,,,,
14914,19676,19676,,,,,,
14912,19677,19677,,,,,,
15120,19678,19678,,,,,,
15119,19679,19679,,,,,,
15118,19680,19680,,,,,,
15115,19681,19681,,,,,,
15137,19682,19682,,,,,,
15093,19683,19683,,,,,,
15095,19684,19684,,,,,,
14923,19685,19685,,,,,,
15091,19686,19686,,,,,,
15090,19687,19687,,,,,,
15106,19688,19688,,,,,,
14915,19689,19689,,,,,,
14916,19690,19690,,,,,,
15099,19691,19691,,,,,,
15103,19692,19692,,,,,,
14892,19693,19693,,,,,,
15176,19694,19694,,,,,,
14895,19695,19695,,,,,,
14883,19696,19696,,,,,,
15189,19697,19697,,,,,,
15187,19698,19698,,,,,,
15140,19699,19699,,,,,,
15146,19700,19700,,,,,,
15144,19701,19701,,,,,,
15141,19702,19702,,,,,,
15170,19703,19703,,,,,,
14898,19704,19704,,,,,,
14901,19705,19705,,,,,,
15163,19706,19706,,,,,,
15157,19707,19707,,,,,,
15161,19708,19708,,,,,,
15159,19709,19709,,,,,,
15086,19710,19710,,,,,,
14931,19711,19711,,,,,,
15021,19712,19712,,,,,,
15019,19713,19713,,,,,,
15018,19714,19714,,,,,,
15023,19715,19715,,,,,,
14968,19716,19716,,,,,,
14960,19717,19717,,,,,,
15030,19718,19718,,,,,,
15025,19719,19719,,,,,,
14964,19720,19720,,,,,,
15026,19721,19721,,,,,,
15085,19722,19722,,,,,,
14994,19723,19723,,,,,,
14995,19724,19724,,,,,,
14990,19725,19725,,,,,,
14980,19726,19726,,,,,,
15005,19727,19727,,,,,,
15004,19728,19728,,,,,,
15065,19729,19729,,,,,,
15064,19730,19730,,,,,,
14943,19731,19731,,,,,,
15080,19732,19732,,,,,,
15076,19733,19733,,,,,,
15062,19734,19734,,,,,,
15046,19735,19735,,,,,,
15041,19736,19736,,,,,,
14955,19737,19737,,,,,,
14957,19738,19738,,,,,,
15052,19739,19739,,,,,,
15054,19740,19740,,,,,,
15055,19741,19741,,,,,,
15056,19742,19742,,,,,,
15058,19743,19743,,,,,,
15190,19744,19744,,,,,,
15192,19745,19745,,,,,,
15327,19746,19746,,,,,,
15328,19747,19747,,,,,,
15334,19748,19748,,,,,,
15337,19749,19749,,,,,,
15335,19750,19750,,,,,,
14796,19751,19751,,,,,,
15313,19752,19752,,,,,,
15295,19753,19753,,,,,,
14813,19754,19754,,,,,,
14817,19755,19755,,,,,,
15289,19756,19756,,,,,,
15302,19757,19757,,,,,,
15312,19758,19758,,,,,,
14811,19759,19759,,,,,,
15304,19760,19760,,,,,,
15340,19761,19761,,,,,,
15374,19762,19762,,,,,,
14764,19763,19763,,,,,,
15376,19764,19764,,,,,,
15365,19765,19765,,,,,,
15375,19766,19766,,,,,,
15377,19767,19767,,,,,,
15342,19768,19768,,,,,,
15385,19769,19769,,,,,,
15349,19770,19770,,,,,,
14789,19771,19771,,,,,,
15344,19772,19772,,,,,,
14783,19773,19773,,,,,,
14774,19774,19774,,,,,,
14821,19775,19775,,,,,,
14878,19776,19776,,,,,,
15226,19777,19777,,,,,,
14861,19778,19778,,,,,,
15228,19779,19779,,,,,,
14862,19780,19780,,,,,,
15220,19781,19781,,,,,,
14853,19782,19782,,,,,,
14852,19783,19783,,,,,,
15237,19784,19784,,,,,,
15231,19785,19785,,,,,,
15287,19786,19786,,,,,,
14873,19787,19787,,,,,,
14876,19788,19788,,,,,,
15196,19789,19789,,,,,,
15194,19790,19790,,,,,,
15193,19791,19791,,,,,,
15214,19792,19792,,,,,,
14865,19793,19793,,,,,,
15213,19794,19794,,,,,,
15210,19795,19795,,,,,,
14870,19796,19796,,,,,,
15239,19797,19797,,,,,,
15277,19798,19798,,,,,,
15275,19799,19799,,,,,,
14836,19800,19800,,,,,,
15270,19801,19801,,,,,,
15242,19802,19802,,,,,,
15286,19803,19803,,,,,,
15285,19804,19804,,,,,,
14826,19805,19805,,,,,,
15283,19806,19806,,,,,,
14827,19807,19807,,,,,,
15282,19808,19808,,,,,,
15281,19809,19809,,,,,,
15268,19810,19810,,,,,,
14847,19811,19811,,,,,,
14837,19812,19812,,,,,,
14848,19813,19813,,,,,,
15243,19814,19814,,,,,,
15253,19815,19815,,,,,,
14844,19816,19816,,,,,,
15256,19817,19817,,,,,,
16349,19818,19818,,,,,,
14227,19819,19819,,,,,,
16346,19820,19820,,,,,,
16344,19821,19821,,,,,,
14229,19822,19822,,,,,,
14214,19823,19823,,,,,,
14217,19824,19824,,,,,,
16357,19825,19825,,,,,,
14219,19826,19826,,,,,,
16330,19827,19827,,,,,,
16338,19828,19828,,,,,,
14241,19829,19829,,,,,,
16396,19830,19830,,,,,,
16395,19831,19831,,,,,,
16418,19832,19832,,,,,,
16415,19833,19833,,,,,,
16411,19834,19834,,,,,,
14190,19835,19835,,,,,,
14191,19836,19836,,,,,,
16367,19837,19837,,,,,,
16375,19838,19838,,,,,,
14202,19839,19839,,,,,,
16383,19840,19840,,,,,,
14206,19841,19841,,,,,,
16247,19842,19842,,,,,,
16252,19843,19843,,,,,,
14280,19844,19844,,,,,,
14279,19845,19845,,,,,,
16244,19846,19846,,,,,,
16243,19847,19847,,,,,,
16242,19848,19848,,,,,,
16264,19849,19849,,,,,,
16263,19850,19850,,,,,,
16261,19851,19851,,,,,,
16260,19852,19852,,,,,,
16258,19853,19853,,,,,,
14284,19854,19854,,,,,,
14298,19855,19855,,,,,,
14300,19856,19856,,,,,,
16222,19857,19857,,,,,,
16221,19858,19858,,,,,,
16220,19859,19859,,,,,,
16227,19860,19860,,,,,,
16228,19861,19861,,,,,,
16240,19862,19862,,,,,,
16237,19863,19863,,,,,,
14288,19864,19864,,,,,,
14291,19865,19865,,,,,,
14260,19866,19866,,,,,,
14262,19867,19867,,,,,,
14255,19868,19868,,,,,,
16267,19869,19869,,,,,,
14250,19870,19870,,,,,,
14253,19871,19871,,,,,,
16308,19872,19872,,,,,,
16272,19873,19873,,,,,,
16271,19874,19874,,,,,,
16270,19875,19875,,,,,,
16268,19876,19876,,,,,,
16285,19877,19877,,,,,,
16289,19878,19878,,,,,,
16293,19879,19879,,,,,,
16556,19880,19880,,,,,,
16554,19881,19881,,,,,,
14115,19882,19882,,,,,,
14117,19883,19883,,,,,,
14119,19884,19884,,,,,,
16561,19885,19885,,,,,,
14109,19886,19886,,,,,,
16545,19887,19887,,,,,,
16529,19888,19888,,,,,,
16527,19889,19889,,,,,,
14124,19890,19890,,,,,,
16543,19891,19891,,,,,,
16539,19892,19892,,,,,,
14122,19893,19893,,,,,,
16604,19894,19894,,,,,,
16603,19895,19895,,,,,,
14081,19896,19896,,,,,,
14086,19897,19897,,,,,,
16598,19898,19898,,,,,,
16607,19899,19899,,,,,,
16569,19900,19900,,,,,,
16618,19901,19901,,,,,,
16617,19902,19902,,,,,,
14078,19903,19903,,,,,,
16616,19904,19904,,,,,,
16611,19905,19905,,,,,,
14088,19906,19906,,,,,,
16577,19907,19907,,,,,,
16573,19908,19908,,,,,,
16583,19909,19909,,,,,,
16587,19910,19910,,,,,,
16589,19911,19911,,,,,,
16592,19912,19912,,,,,,
14091,19913,19913,,,,,,
16448,19914,19914,,,,,,
16451,19915,19915,,,,,,
14165,19916,19916,,,,,,
14167,19917,19917,,,,,,
16455,19918,19918,,,,,,
16463,19919,19919,,,,,,
14156,19920,19920,,,,,,
14158,19921,19921,,,,,,
14160,19922,19922,,,,,,
14162,19923,19923,,,,,,
16457,19924,19924,,,,,,
16432,19925,19925,,,,,,
16430,19926,19926,,,,,,
16435,19927,19927,,,,,,
16424,19928,19928,,,,,,
16422,19929,19929,,,,,,
14183,19930,19930,,,,,,
14177,19931,19931,,,,,,
14174,19932,19932,,,,,,
14182,19933,19933,,,,,,
16502,19934,19934,,,,,,
16500,19935,19935,,,,,,
14140,19936,19936,,,,,,
16466,19937,19937,,,,,,
14134,19938,19938,,,,,,
16511,19939,19939,,,,,,
14137,19940,19940,,,,,,
14136,19941,19941,,,,,,
16492,19942,19942,,,,,,
14142,19943,19943,,,,,,
16472,19944,19944,,,,,,
16470,19945,19945,,,,,,
14147,19946,19946,,,,,,
16484,19947,19947,,,,,,
16486,19948,19948,,,,,,
14145,19949,19949,,,,,,
15939,19950,19950,,,,,,
14448,19951,19951,,,,,,
15943,19952,19952,,,,,,
14441,19953,19953,,,,,,
15946,19954,19954,,,,,,
15948,19955,19955,,,,,,
14436,19956,19956,,,,,,
15912,19957,19957,,,,,,
15911,19958,19958,,,,,,
15910,19959,19959,,,,,,
15909,19960,19960,,,,,,
15923,19961,19961,,,,,,
14435,19962,19962,,,,,,
14416,19963,19963,,,,,,
15987,19964,19964,,,,,,
14418,19965,19965,,,,,,
15997,19966,19966,,,,,,
16004,19967,19967,,,,,,
14412,19968,19968,,,,,,
15999,19969,19969,,,,,,
14424,19970,19970,,,,,,
15980,19971,19971,,,,,,
15975,19972,19972,,,,,,
15905,19973,19973,,,,,,
15835,19974,19974,,,,,,
15834,19975,19975,,,,,,
15833,19976,19976,,,,,,
15829,19977,19977,,,,,,
15811,19978,19978,,,,,,
14518,19979,19979,,,,,,
15822,19980,19980,,,,,,
15820,19981,19981,,,,,,
15816,19982,19982,,,,,,
15819,19983,19983,,,,,,
14495,19984,19984,,,,,,
14494,19985,19985,,,,,,
15894,19986,19986,,,,,,
15904,19987,19987,,,,,,
15902,19988,19988,,,,,,
15901,19989,19989,,,,,,
15899,19990,19990,,,,,,
15885,19991,19991,,,,,,
15865,19992,19992,,,,,,
15867,19993,19993,,,,,,
15866,19994,19994,,,,,,
14484,19995,19995,,,,,,
15860,19996,19996,,,,,,
15871,19997,19997,,,,,,
15876,19998,19998,,,,,,
14334,19999,19999,,,,,,
14336,20000,20000,,,,,,
16134,20001,20001,,,,,,
16155,20002,20002,,,,,,
14325,20003,20003,,,,,,
14328,20004,20004,,,,,,
14349,20005,20005,,,,,,
16119,20006,20006,,,,,,
14350,20007,20007,,,,,,
16114,20008,20008,,,,,,
14352,20009,20009,,,,,,
16130,20010,20010,,,,,,
16129,20011,20011,,,,,,
14340,20012,20012,,,,,,
14342,20013,20013,,,,,,
14346,20014,20014,,,,,,
16124,20015,20015,,,,,,
16156,20016,20016,,,,,,
14310,20017,20017,,,,,,
14313,20018,20018,,,,,,
14304,20019,20019,,,,,,
14306,20020,20020,,,,,,
16164,20021,20021,,,,,,
16169,20022,20022,,,,,,
14318,20023,20023,,,,,,
16175,20024,20024,,,,,,
14316,20025,20025,,,,,,
14385,20026,20026,,,,,,
16039,20027,20027,,,,,,
16043,20028,20028,,,,,,
16036,20029,20029,,,,,,
16033,20030,20030,,,,,,
14381,20031,20031,,,,,,
16031,20032,20032,,,,,,
14373,20033,20033,,,,,,
16050,20034,20034,,,,,,
14378,20035,20035,,,,,,
14380,20036,20036,,,,,,
16107,20037,20037,,,,,,
16015,20038,20038,,,,,,
16008,20039,20039,,,,,,
14400,20040,20040,,,,,,
14396,20041,20041,,,,,,
16021,20042,20042,,,,,,
16091,20043,20043,,,,,,
16089,20044,20044,,,,,,
14358,20045,20045,,,,,,
16084,20046,20046,,,,,,
16082,20047,20047,,,,,,
16080,20048,20048,,,,,,
14366,20049,20049,,,,,,
14367,20050,20050,,,,,,
14368,20051,20051,,,,,,
16066,20052,20052,,,,,,
16068,20053,20053,,,,,,
16070,20054,20054,,,,,,
16071,20055,20055,,,,,,
16072,20056,20056,,,,,,
16073,20057,20057,,,,,,
22201,20058,20058,,,,,,
22469,20059,20059,,,,,,
22465,20060,20060,,,,,,
22463,20061,20061,,,,,,
22462,20062,20062,,,,,,
22461,20063,20063,,,,,,
22452,20064,20064,,,,,,
22476,20065,20065,,,,,,
22477,20066,20066,,,,,,
22449,20067,20067,,,,,,
22416,20068,20068,,,,,,
22408,20069,20069,,,,,,
22407,20070,20070,,,,,,
22404,20071,20071,,,,,,
22420,20072,20072,,,,,,
22442,20073,20073,,,,,,
22441,20074,20074,,,,,,
22431,20075,20075,,,,,,
22427,20076,20076,,,,,,
22426,20077,20077,,,,,,
22425,20078,20078,,,,,,
22570,20079,20079,,,,,,
22569,20080,20080,,,,,,
22567,20081,20081,,,,,,
22575,20082,20082,,,,,,
22558,20083,20083,,,,,,
22556,20084,20084,,,,,,
22589,20085,20085,,,,,,
22585,20086,20086,,,,,,
22581,20087,20087,,,,,,
22522,20088,20088,,,,,,
22520,20089,20089,,,,,,
22514,20090,20090,,,,,,
22510,20091,20091,,,,,,
22506,20092,20092,,,,,,
22550,20093,20093,,,,,,
22549,20094,20094,,,,,,
22543,20095,20095,,,,,,
22539,20096,20096,,,,,,
22536,20097,20097,,,,,,
22533,20098,20098,,,,,,
22531,20099,20099,,,,,,
22260,20100,20100,,,,,,
22267,20101,20101,,,,,,
22266,20102,20102,,,,,,
22253,20103,20103,,,,,,
22252,20104,20104,,,,,,
22249,20105,20105,,,,,,
22271,20106,20106,,,,,,
22286,20107,20107,,,,,,
22294,20108,20108,,,,,,
22293,20109,20109,,,,,,
22291,20110,20110,,,,,,
22287,20111,20111,,,,,,
22276,20112,20112,,,,,,
22279,20113,20113,,,,,,
22246,20114,20114,,,,,,
22298,20115,20115,,,,,,
22218,20116,20116,,,,,,
22216,20117,20117,,,,,,
22213,20118,20118,,,,,,
22205,20119,20119,,,,,,
22204,20120,20120,,,,,,
22203,20121,20121,,,,,,
22221,20122,20122,,,,,,
22234,20123,20123,,,,,,
22243,20124,20124,,,,,,
22239,20125,20125,,,,,,
22235,20126,20126,,,,,,
22232,20127,20127,,,,,,
22229,20128,20128,,,,,,
22227,20129,20129,,,,,,
22226,20130,20130,,,,,,
22362,20131,20131,,,,,,
22370,20132,20132,,,,,,
22354,20133,20133,,,,,,
22353,20134,20134,,,,,,
22369,20135,20135,,,,,,
22393,20136,20136,,,,,,
22392,20137,20137,,,,,,
22381,20138,20138,,,,,,
22380,20139,20139,,,,,,
22379,20140,20140,,,,,,
22374,20141,20141,,,,,,
22373,20142,20142,,,,,,
22301,20143,20143,,,,,,
22311,20144,20144,,,,,,
22308,20145,20145,,,,,,
22307,20146,20146,,,,,,
22345,20147,20147,,,,,,
22344,20148,20148,,,,,,
22340,20149,20149,,,,,,
22333,20150,20150,,,,,,
22327,20151,20151,,,,,,
22860,20152,20152,,,,,,
22852,20153,20153,,,,,,
22846,20154,20154,,,,,,
22845,20155,20155,,,,,,
22838,20156,20156,,,,,,
22884,20157,20157,,,,,,
22864,20158,20158,,,,,,
22871,20159,20159,,,,,,
22867,20160,20160,,,,,,
22811,20161,20161,,,,,,
22804,20162,20162,,,,,,
22799,20163,20163,,,,,,
22794,20164,20164,,,,,,
22836,20165,20165,,,,,,
22833,20166,20166,,,,,,
22820,20167,20167,,,,,,
22819,20168,20168,,,,,,
22818,20169,20169,,,,,,
22951,20170,20170,,,,,,
22947,20171,20171,,,,,,
22942,20172,20172,,,,,,
22941,20173,20173,,,,,,
22939,20174,20174,,,,,,
22935,20175,20175,,,,,,
22955,20176,20176,,,,,,
22970,20177,20177,,,,,,
22969,20178,20178,,,,,,
22960,20179,20179,,,,,,
22959,20180,20180,,,,,,
22934,20181,20181,,,,,,
22902,20182,20182,,,,,,
22900,20183,20183,,,,,,
22898,20184,20184,,,,,,
22909,20185,20185,,,,,,
22908,20186,20186,,,,,,
22921,20187,20187,,,,,,
22918,20188,20188,,,,,,
22658,20189,20189,,,,,,
22667,20190,20190,,,,,,
22661,20191,20191,,,,,,
22660,20192,20192,,,,,,
22655,20193,20193,,,,,,
22652,20194,20194,,,,,,
22648,20195,20195,,,,,,
22687,20196,20196,,,,,,
22684,20197,20197,,,,,,
22681,20198,20198,,,,,,
22671,20199,20199,,,,,,
22678,20200,20200,,,,,,
22676,20201,20201,,,,,,
22675,20202,20202,,,,,,
22607,20203,20203,,,,,,
22604,20204,20204,,,,,,
22603,20205,20205,,,,,,
22602,20206,20206,,,,,,
22634,20207,20207,,,,,,
22637,20208,20208,,,,,,
22636,20209,20209,,,,,,
22624,20210,20210,,,,,,
22632,20211,20211,,,,,,
22629,20212,20212,,,,,,
22627,20213,20213,,,,,,
22762,20214,20214,,,,,,
22752,20215,20215,,,,,,
22751,20216,20216,,,,,,
22749,20217,20217,,,,,,
22765,20218,20218,,,,,,
22741,20219,20219,,,,,,
22712,20220,20220,,,,,,
22711,20221,20221,,,,,,
22709,20222,20222,,,,,,
22717,20223,20223,,,,,,
22702,20224,20224,,,,,,
22697,20225,20225,,,,,,
22737,20226,20226,,,,,,
22735,20227,20227,,,,,,
22734,20228,20228,,,,,,
22732,20229,20229,,,,,,
22719,20230,20230,,,,,,
22726,20231,20231,,,,,,
22722,20232,20232,,,,,,
22720,20233,20233,,,,,,
21668,20234,20234,,,,,,
21665,20235,20235,,,,,,
21664,20236,20236,,,,,,
21660,20237,20237,,,,,,
21659,20238,20238,,,,,,
21657,20239,20239,,,,,,
21651,20240,20240,,,,,,
21672,20241,20241,,,,,,
21684,20242,20242,,,,,,
21691,20243,20243,,,,,,
21689,20244,20244,,,,,,
21682,20245,20245,,,,,,
21608,20246,20246,,,,,,
21617,20247,20247,,,,,,
21610,20248,20248,,,,,,
21606,20249,20249,,,,,,
21597,20250,20250,,,,,,
21636,20251,20251,,,,,,
21624,20252,20252,,,,,,
21632,20253,20253,,,,,,
21629,20254,20254,,,,,,
21695,20255,20255,,,,,,
21768,20256,20256,,,,,,
21764,20257,20257,,,,,,
21762,20258,20258,,,,,,
21757,20259,20259,,,,,,
21754,20260,20260,,,,,,
21749,20261,20261,,,,,,
21771,20262,20262,,,,,,
21789,20263,20263,,,,,,
21784,20264,20264,,,,,,
21772,20265,20265,,,,,,
21777,20266,20266,,,,,,
21744,20267,20267,,,,,,
21711,20268,20268,,,,,,
21710,20269,20269,,,,,,
21707,20270,20270,,,,,,
21704,20271,20271,,,,,,
21738,20272,20272,,,,,,
21736,20273,20273,,,,,,
21734,20274,20274,,,,,,
21723,20275,20275,,,,,,
21595,20276,20276,,,,,,
21462,20277,20277,,,,,,
21458,20278,20278,,,,,,
21454,20279,20279,,,,,,
21451,20280,20280,,,,,,
21448,20281,20281,,,,,,
21491,20282,20282,,,,,,
21490,20283,20283,,,,,,
21489,20284,20284,,,,,,
21475,20285,20285,,,,,,
21414,20286,20286,,,,,,
21421,20287,20287,,,,,,
21417,20288,20288,,,,,,
21416,20289,20289,,,,,,
21415,20290,20290,,,,,,
21411,20291,20291,,,,,,
21404,20292,20292,,,,,,
21402,20293,20293,,,,,,
21445,20294,20294,,,,,,
21443,20295,20295,,,,,,
21442,20296,20296,,,,,,
21433,20297,20297,,,,,,
21431,20298,20298,,,,,,
21430,20299,20299,,,,,,
21560,20300,20300,,,,,,
21561,20301,20301,,,,,,
21570,20302,20302,,,,,,
21558,20303,20303,,,,,,
21554,20304,20304,,,,,,
21552,20305,20305,,,,,,
21592,20306,20306,,,,,,
21586,20307,20307,,,,,,
21582,20308,20308,,,,,,
21580,20309,20309,,,,,,
21579,20310,20310,,,,,,
21578,20311,20311,,,,,,
21577,20312,20312,,,,,,
21574,20313,20313,,,,,,
21549,20314,20314,,,,,,
21501,20315,20315,,,,,,
21522,20316,20316,,,,,,
21521,20317,20317,,,,,,
21520,20318,20318,,,,,,
21519,20319,20319,,,,,,
21512,20320,20320,,,,,,
21508,20321,20321,,,,,,
21542,20322,20322,,,,,,
21540,20323,20323,,,,,,
21532,20324,20324,,,,,,
21529,20325,20325,,,,,,
21792,20326,20326,,,,,,
22072,20327,20327,,,,,,
22069,20328,20328,,,,,,
22063,20329,20329,,,,,,
22061,20330,20330,,,,,,
22056,20331,20331,,,,,,
22077,20332,20332,,,,,,
22098,20333,20333,,,,,,
22095,20334,20334,,,,,,
22091,20335,20335,,,,,,
22049,20336,20336,,,,,,
22019,20337,20337,,,,,,
22016,20338,20338,,,,,,
22014,20339,20339,,,,,,
22013,20340,20340,,,,,,
22048,20341,20341,,,,,,
22044,20342,20342,,,,,,
22043,20343,20343,,,,,,
22041,20344,20344,,,,,,
22032,20345,20345,,,,,,
22105,20346,20346,,,,,,
22168,20347,20347,,,,,,
22175,20348,20348,,,,,,
22161,20349,20349,,,,,,
22159,20350,20350,,,,,,
22154,20351,20351,,,,,,
22174,20352,20352,,,,,,
22176,20353,20353,,,,,,
22152,20354,20354,,,,,,
22198,20355,20355,,,,,,
22195,20356,20356,,,,,,
22185,20357,20357,,,,,,
22184,20358,20358,,,,,,
22180,20359,20359,,,,,,
22178,20360,20360,,,,,,
22117,20361,20361,,,,,,
22125,20362,20362,,,,,,
22123,20363,20363,,,,,,
22121,20364,20364,,,,,,
22116,20365,20365,,,,,,
22113,20366,20366,,,,,,
22112,20367,20367,,,,,,
22139,20368,20368,,,,,,
22148,20369,20369,,,,,,
22147,20370,20370,,,,,,
22138,20371,20371,,,,,,
22134,20372,20372,,,,,,
22131,20373,20373,,,,,,
21871,20374,20374,,,,,,
21870,20375,20375,,,,,,
21864,20376,20376,,,,,,
21857,20377,20377,,,,,,
21854,20378,20378,,,,,,
21852,20379,20379,,,,,,
21887,20380,20380,,,,,,
21894,20381,20381,,,,,,
21891,20382,20382,,,,,,
21890,20383,20383,,,,,,
21882,20384,20384,,,,,,
21880,20385,20385,,,,,,
21879,20386,20386,,,,,,
21897,20387,20387,,,,,,
21822,20388,20388,,,,,,
21806,20389,20389,,,,,,
21805,20390,20390,,,,,,
21804,20391,20391,,,,,,
21803,20392,20392,,,,,,
21799,20393,20393,,,,,,
21823,20394,20394,,,,,,
21837,20395,20395,,,,,,
21846,20396,20396,,,,,,
21828,20397,20397,,,,,,
21976,20398,20398,,,,,,
21974,20399,20399,,,,,,
21973,20400,20400,,,,,,
21970,20401,20401,,,,,,
21978,20402,20402,,,,,,
21963,20403,20403,,,,,,
21996,20404,20404,,,,,,
21995,20405,20405,,,,,,
21984,20406,20406,,,,,,
21914,20407,20407,,,,,,
21907,20408,20408,,,,,,
21948,20409,20409,,,,,,
21941,20410,20410,,,,,,
21938,20411,20411,,,,,,
21935,20412,20412,,,,,,
21932,20413,20413,,,,,,
21931,20414,20414,,,,,,
21927,20415,20415,,,,,,
